iw7_addr,proposed_name,iw7_existing_name,iw8_addr,confidence,score,margin,evidence,prototype
0x140EFB860,hkMemHeapAllocator,,0x140098C9D,low,51.657,3.0,caller set overlaps: 86/93 mapped callers (jaccard 0.52); struct_sim=0.04,hkMemoryAllocator *__fastcall()
0x141177EE0,ft_mem_realloc,,0x14006E867,low,47.409,41.609,caller set agrees: 79/79 mapped callers (jaccard 1.00); struct_sim=0.01,"void *__fastcall(FT_MemoryRec_ *memory, int item_size, int cur_count, int new_count, void *block, int *p_error)"
0x140EFB920,hkArrayUtil::_reserveMore,,0x14004D4AA,low,42.073,42.073,caller set overlaps: 70/85 mapped callers (jaccard 0.69); struct_sim=0.05,"void __fastcall(hkMemoryAllocator *mem, void *array, int sizeElem)"
0x1410C9AE0,hknpApiCommandProcessor::print,,0x142F72660,low,41.62,39.158,1 shared rare constant; struct_sim=0.85,"void __usercall(hknpApiCommandProcessor *this@<rcx>, const hkCommand *command@<rdx>, hkOstream *stream@<r8>, __int128 _XMM6@<xmm6>)"
0x141177D00,ft_mem_alloc,,0x140091493,low,35.413,29.613,caller set agrees: 59/59 mapped callers (jaccard 1.00); struct_sim=0.01,"void *__fastcall(FT_MemoryRec_ *memory, int size, int *p_error)"
0x141173FC0,FT_MulFix,,0x140034EDC,low,29.159,29.159,caller set agrees: 48/49 mapped callers (jaccard 0.98); struct_sim=0.24,"int __fastcall(int a, int b)"
0x1400EEDC0,LUI_DataBindingLobby_PushPartyMemberToModel,,0x14263F800,low,28.839,16.141,1 shared matched global; 1 shared rare constant; struct_sim=0.74,"void __fastcall(const PartyData *partyData, const int memberIndex, const unsigned __int16 memberModel, const int index)"
0x1400C9430,LUI_LuaCall_LUIPostMatchPackage_GetScoreboardRowData_impl,,0x1425AD940,low,26.536,9.549,1 shared matched global; 1 shared rare constant; struct_sim=0.77,"__int64 __usercall@<rax>(lua_State *const luaVM@<rcx>, __int128 *__struct_ptr _XMM0@<xmm0>)"
0x1401061F0,CacheMatchReport,,0x140B8A510,low,21.64,9.964,1 mapped callee(s) in common; 1 shared rare constant; struct_sim=0.75,void __fastcall(const int controllerIndex)
0x1411725F0,FT_DivFix,,0x140035EB3,low,19.279,19.279,caller set agrees: 32/33 mapped callers (jaccard 0.97); struct_sim=0.05,"int __fastcall(int a, int b)"
0x141173E30,FT_MulDiv,,0x140092956,low,18.062,18.062,caller set agrees: 30/30 mapped callers (jaccard 1.00); struct_sim=0.04,"int __fastcall(int a, int b, int c)"
0x141175C90,FT_Stream_EnterFrame,,0x14009D540,low,18.004,0.6,caller set agrees: 30/30 mapped callers (jaccard 1.00); struct_sim=0.00,"int __fastcall(FT_StreamRec_ *stream, unsigned int count)"
0x141175DA0,FT_Stream_EnterFrame,,0x14009D540,low,17.418,0.0,caller set agrees: 29/29 mapped callers (jaccard 0.97); struct_sim=0.01,"int __fastcall(FT_StreamRec_ *stream, unsigned int count)"
0x140613360,LUI_CoD_AttemptInferLocalClientAndController,,0x140082DFD,low,15.61,13.841,caller set overlaps: 26/34 mapped callers (jaccard 0.74); struct_sim=0.01,"bool __fastcall(LocalClientNum_t *localClientNum, int *controllerIndex)"
0x140F1CD40,HavokPhysicsFreeListMemorySystem::printStatistics,,0x141B8D3D0,low,15.229,15.229,1 shared rare constant; struct_sim=0.81,"void __fastcall(HavokPhysicsFreeListMemorySystem *this, hkOstream *ostr)"
0x1401DC7B0,CG_Utils_ProcessNotetracks,,0x141D67E40,low,13.842,11.606,1 shared matched global; struct_sim=0.64,"void __usercall(LocalClientNum_t localClientNum@<ecx>, const int entNum@<edx>, DObj *dObj@<r8>, const cpose_t *cpose@<r9>, float@<xmm1>, float@<xmm3>, const XAnimNotify *notify, const bool isViewmodel, const bool isMayhem, const unsigned int mayhemEntId, const unsigned int subObjIdx, bool processFxNotetracks)"
0x1406CAFB0,LUIElement_UICountdownLayout,,0x1425BC1E0,low,13.316,10.712,1 shared matched global; 1 shared rare constant; struct_sim=0.78,"void __usercall(const LocalClientNum_t localClientNum@<ecx>, LUIElement *element@<rdx>, __int128 *__struct_ptr unitScale@<xmm2>, int deltaTime@<r9d>, __int128 *__struct_ptr _XMM6@<xmm6>, lua_State *luaVM)"
0x140F15410,hkLog::?0Message,,0x1400318E0,low,12.781,0.0,caller set agrees: 21/23 mapped callers (jaccard 0.84); struct_sim=0.12,"void __fastcall(hkLog::Message *this, const hkLog::Origin *origin, hkLog::Level::Enum level)"
0x140F15450,hkErrorFwd::messageWarning,,0x14009A18D,low,12.781,12.781,caller set agrees: 21/23 mapped callers (jaccard 0.78); struct_sim=0.12,"int __fastcall(int id, const char *description, const char *file, int line)"
0x141244EDD,bdAuth::makeAuth,,0x1435828E0,low,11.827,2.64,1 mapped callee(s) in common; 1 shared rare constant; struct_sim=0.57,bool __fastcall(bdAuth *this)
0x140610200,LUI_Obituary,,0x142441A00,low,11.823,6.902,1 mapped callee(s) in common; 1 shared rare constant; struct_sim=0.86,"void __fastcall(int controllerIndex, int attacker, int victim, const GfxImage *handle, bool flip, int ratio, const Weapon *weapon, bool isScorestreak, lua_State *luaVM)"
0x14129E990,bdECCKey::init,,0x143A90E50,low,11.73,8.652,1 shared rare constant; struct_sim=0.84,bool __fastcall(bdECCKey *this)
0x140106B40,CacheNoShowMatchReport,,0x140B8AB60,low,11.164,0.381,1 mapped callee(s) in common; 1 shared rare constant; struct_sim=0.94,void __fastcall(const int controllerIndex)
0x140EFF310,?6hkOstream,,0x140017111,low,10.972,8.01,caller set agrees: 18/18 mapped callers (jaccard 1.00); struct_sim=0.11,"hkOstream *__fastcall(hkOstream *this, unsigned int u)"
0x141176200,FT_Stream_ReadFields,,0x1400A35E4,low,10.962,6.462,caller set agrees: 18/18 mapped callers (jaccard 1.00); struct_sim=0.11,"int __fastcall(FT_StreamRec_ *stream, const FT_Frame_Field_ *fields, void *structure)"
0x14011E660,CG_ParseSoundSettings,,0x141BE8E80,low,10.455,5.043,1 mapped callee(s) in common; struct_sim=0.62,"void __usercall(CinematicCameraScene *scene@<rcx>, const char *token@<rdx>, const char **text_pp@<r8>, int *currentSoundIndex@<r9>, __int128 *__struct_ptr _XMM0@<xmm0>)"
0x14128FD0F,bdSocketRouter::connect,,0x1437437F0,low,10.211,6.219,1 mapped callee(s) in common; 1 shared rare constant; struct_sim=0.71,"char __fastcall(bdSocketRouter *this, bdReference<bdAddrHandle> *addrHandle)"
0x1405A77A0,VhkStreamWriter::resetBroadphase,,0x141BA6BE0,low,9.934,0.075,3 shared string literals (jaccard 1.00); 1 mapped callee(s) in common; 6 shared rare constants; struct_sim=0.82; demoted: runner-up within 0.08; demoted: runner-up within 0.08,"void __fastcall(hknpWorld *worldIn, hkStreamWriter *s, hkInplaceArray<hkArray<hknpBodyId,hkContainerHeapAllocator>,32,hkContainerHeapAllocator> *bodyIdsPerTree)"
0x1405300E0,Online_Redeemables::RedeemPayload,,0x14268B940,low,9.92,6.411,1 shared matched global; 1 shared rare constant; struct_sim=0.95,"char __fastcall(Online_Redeemables *this, const int controllerIndex, const char *const payload, const char *const payloadSignature)"
0x1405A7D10,VhkStreamWriter::resetBroadphase,,0x141BA6BE0,low,9.912,0.073,3 shared string literals (jaccard 1.00); 1 mapped callee(s) in common; 6 shared rare constants; struct_sim=0.81; demoted: runner-up within 0.07; demoted: runner-up within 0.07,"void __fastcall(hknpWorld *worldIn, hkStreamWriter *s, hkInplaceArray<hkArray<hknpBodyId,hkContainerHeapAllocator>,32,hkContainerHeapAllocator> *bodyIdsPerTree)"
0x14050B7F0,LUI_DataBindingMP_SpectatingUpdate,,0x142644120,low,9.868,5.982,1 mapped callee(s) in common; struct_sim=0.46,void __fastcall(LocalClientNum_t localClientNum)
0x14100D000,hknpCompressedMeshShapeInternals::UShapeCastQuery::aabbCast,,0x142F9AA20,low,9.628,0.078,1 mapped callee(s) in common; 10 shared rare constants; struct_sim=0.80; demoted: runner-up within 0.08,"void __usercall(hkcdSimdTree *this@<rcx>, const hkcdRay *ray@<rdx>, const hkVector4f *halfExtents@<r8>, hknpCompressedMeshShapeInternals::ShapeCastQuery *query@<r9>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>, __int128 _XMM11@<xmm11>, __int128 _XMM12@<xmm12>, __int128 _XMM13@<xmm13>, __int128 _XMM14@<xmm14>, __int128 _XMM15@<xmm15>, __m256i _YMM3@<ymm3>, bool sort, unsigned int root)"
0x140612500,lua_isuserdata,,0x14000AAA1,low,9.618,0.0,caller set overlaps: 16/16 mapped callers (jaccard 0.55); struct_sim=0.01,"int __fastcall(lua_State *L, int idx)"
0x14011DDE0,CG_ParseFovSettings,,0x141BE7310,low,9.599,3.858,1 mapped callee(s) in common; struct_sim=0.61,"void __usercall(CinematicCameraScene *scene@<rcx>, const char *token@<rdx>, const char **text_pp@<r8>, int *currentFovIndex@<r9>, __int128 *__struct_ptr _XMM0@<xmm0>)"
0x14101D860,hkcdCompressedAabbCodecs::UAabb4BytesCodec::AabbTree::UNodeContext::processLeaf,,0x142E34240,low,9.532,0.016,2 shared string literals (jaccard 0.50); 1 mapped callee(s) in common; 1 shared matched global; 8 shared rare constants; struct_sim=0.82; demoted: runner-up within 0.02,"__int64 __usercall@<rax>(hknpCompressedMeshShapeInternals::GetClosestPointsToHeightFieldQueryBase *this@<rcx>, const hkcdStaticTree::AabbTree<hkcdCompressedAabbCodecs::Aabb4BytesCodec>::NodeContext *leaf@<rdx>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>, __int128 _XMM11@<xmm11>, __m256i _YMM3@<ymm3>)"
0x1400A4980,WriteProtoFromDef,,0x1409B1250,low,9.391,6.854,1 mapped callee(s) in common; struct_sim=0.91,"void __fastcall(TextWriter *writer, const char *nameSpace, const DDLDef *schema, const char *message, bool includeHeader)"
0x141033A40,hkcdStaticMeshTree::USection::unary,,0x142FA17E0,low,9.386,0.017,2 shared string literals (jaccard 0.50); 1 mapped callee(s) in common; 9 shared rare constants; struct_sim=0.79; demoted: runner-up within 0.02,"void __usercall(const hkcdStaticMeshTree::Section *tree@<rcx>, hkcdTreeQueriesStacks::Dynamic<64,hkcdStaticTree::AabbTreeBase::Slot> *stackInstance@<rdx>, hknpCompressedMeshShapeInternals::ShapeCastQueryScaled *query@<r8>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>, __int128 _XMM11@<xmm11>, __int128 _XMM12@<xmm12>, __int128 _XMM13@<xmm13>, __int128 _XMM14@<xmm14>, __int128 _XMM15@<xmm15>, __m256i _YMM3@<ymm3>)"
0x1405279B0,OnlineMatchmakerOmniscient::UpdateHostDoc,,0x140E13190,low,9.381,4.062,1 mapped callee(s) in common; 1 shared rare constant; struct_sim=0.79,void __fastcall(OnlineMatchmakerOmniscient *this)
0x141027C10,hkcdStaticMeshTree::USection::unary,,0x142F9CF20,low,9.378,0.022,2 shared string literals (jaccard 0.50); 1 mapped callee(s) in common; 9 shared rare constants; struct_sim=0.79; demoted: runner-up within 0.02,"void __usercall(const hkcdStaticMeshTree::Section *tree@<rcx>, hkcdTreeQueriesStacks::Dynamic<64,hkcdStaticTree::AabbTreeBase::Slot> *stackInstance@<rdx>, hkcdTreeQueries<hkcdTreeQueriesStacks::Dynamic,64,0>::AabbCastWrapperExternal<hknpCompressedMeshShapeInternals::ShapeCastQuery> *query@<r8>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>, __int128 _XMM11@<xmm11>, __int128 _XMM12@<xmm12>, __int128 _XMM13@<xmm13>, __int128 _XMM14@<xmm14>, __int128 _XMM15@<xmm15>, __m256i _YMM3@<ymm3>)"
0x14011E7C0,CG_ParseVisionSetSettings,,0x141BE9470,low,9.218,3.861,1 mapped callee(s) in common; struct_sim=0.62,"void __usercall(CinematicCameraScene *scene@<rcx>, const char *token@<rdx>, const char **text_pp@<r8>, int *currentVisionIndex@<r9>, __int128 *__struct_ptr _XMM0@<xmm0>)"
0x140B8C880,OnStatsWriteComplete,,0x1413BCCC0,low,9.205,5.376,1 mapped callee(s) in common; 1 shared rare constant; struct_sim=0.62,"void __fastcall(OnlineStorageTask *storageTask, __int64, __int64, __int64)"
0x1400A4DB0,WriteProtoFromDef,,0x1409B1250,low,9.152,4.809,1 mapped callee(s) in common; struct_sim=0.75,"void __fastcall(TextWriter *writer, const char *nameSpace, const DDLDef *schema, const char *message, bool includeHeader)"
0x140526220,OnlineMatchmakerOmniscient::StartMatchmaking,,0x140E0F3C0,low,9.068,4.034,1 mapped callee(s) in common; 1 shared rare constant; struct_sim=0.59,__int64 __fastcall(OnlineMatchmakerOmniscient *this)
0x14102F280,hkcdStaticMeshTree::USection::unary,,0x142E39BA0,low,9.022,0.0,2 shared string literals (jaccard 0.50); 1 mapped callee(s) in common; 9 shared rare constants; struct_sim=0.55; demoted: runner-up within 0.00,"void __usercall(const hkcdStaticMeshTree::Section *tree@<rcx>, hkcdTreeQueriesStacks::Dynamic<64,hkcdStaticTree::AabbTreeBase::Slot> *stackInstance@<rdx>, hkcdTreeQueries<hkcdTreeQueriesStacks::Dynamic,64,0>::RayCastWrapperExternal<hknpCompressedMeshShapeInternals::RayCastQuery<0> > *query@<r8>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>, __int128 _XMM11@<xmm11>, __int128 _XMM12@<xmm12>, __int128 _XMM13@<xmm13>, __int128 _XMM14@<xmm14>, __int128 _XMM15@<xmm15>, __m256i _YMM2@<ymm2>)"
0x141176780,FT_Stream_ReleaseFrame,,0x140090E76,low,9.019,9.019,caller set agrees: 15/15 mapped callers (jaccard 1.00); struct_sim=0.01,"void __fastcall(FT_StreamRec_ *stream, char **pbytes)"
0x14102C030,hkcdStaticMeshTree::USection::unary,,0x142E39BA0,low,9.002,0.0,2 shared string literals (jaccard 0.50); 1 mapped callee(s) in common; 9 shared rare constants; struct_sim=0.53; demoted: runner-up within 0.00,"void __usercall(const hkcdStaticMeshTree::Section *tree@<rcx>, hkcdTreeQueriesStacks::Dynamic<64,hkcdStaticTree::AabbTreeBase::Slot> *stackInstance@<rdx>, hkcdTreeQueries<hkcdTreeQueriesStacks::Dynamic,64,0>::RayCastWrapperExternal<hknpCompressedMeshShapeInternals::RayCastQuery<0> > *query@<r8>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>, __int128 _XMM11@<xmm11>, __int128 _XMM12@<xmm12>, __int128 _XMM13@<xmm13>, __int128 _XMM14@<xmm14>, __int128 _XMM15@<xmm15>, __m256i _YMM2@<ymm2>)"
0x141020EE0,hknpCompressedMeshShapeInternals::UShapeCastQuery::aabbCast,,0x142F9AA20,low,8.806,0.007,1 mapped callee(s) in common; 9 shared rare constants; struct_sim=0.51; demoted: runner-up within 0.01,"void __usercall(hkcdSimdTree *this@<rcx>, const hkcdRay *ray@<rdx>, const hkVector4f *halfExtents@<r8>, hknpCompressedMeshShapeInternals::ShapeCastQuery *query@<r9>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>, __int128 _XMM11@<xmm11>, __int128 _XMM12@<xmm12>, __int128 _XMM13@<xmm13>, __int128 _XMM14@<xmm14>, __int128 _XMM15@<xmm15>, __m256i _YMM3@<ymm3>, bool sort, unsigned int root)"
0x141024490,hknpCompressedMeshShapeInternals::UShapeCastQuery::aabbCast,,0x142F9AA20,low,8.78,0.01,1 mapped callee(s) in common; 9 shared rare constants; struct_sim=0.50; demoted: runner-up within 0.01,"void __usercall(hkcdSimdTree *this@<rcx>, const hkcdRay *ray@<rdx>, const hkVector4f *halfExtents@<r8>, hknpCompressedMeshShapeInternals::ShapeCastQuery *query@<r9>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>, __int128 _XMM11@<xmm11>, __int128 _XMM12@<xmm12>, __int128 _XMM13@<xmm13>, __int128 _XMM14@<xmm14>, __int128 _XMM15@<xmm15>, __m256i _YMM3@<ymm3>, bool sort, unsigned int root)"
0x1405B0A10,Com_PlayerData_CacheStatsGroupData,,0x140F65460,low,8.755,4.943,1 shared rare constant; struct_sim=0.68,void __usercall(__int128 _XMM0@<xmm0>)
0x141040E40,hkcdStaticMeshTree::USection::unary,,0x142E37C60,low,8.666,0.002,2 shared string literals (jaccard 0.50); 1 mapped callee(s) in common; 8 shared rare constants; struct_sim=0.84; demoted: runner-up within 0.00,"void __usercall(const hkcdStaticMeshTree::Section *tree@<rcx>, hkcdTreeQueriesStacks::Dynamic<64,hkcdStaticTree::AabbTreeBase::Slot> *stackInstance@<rdx>, hkcdTreeQueries<hkcdTreeQueriesStacks::Dynamic,64,0>::ClosestFromAabbWrapper<hknpCompressedMeshShapeInternals::GetClosestPointsToConvexQuery> *query@<r8>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>, __int128 _XMM11@<xmm11>)"
0x14101EAA0,hkcdStaticMeshTree::USection::unary,,0x142FA17E0,low,8.653,0.035,2 shared string literals (jaccard 0.50); 1 mapped callee(s) in common; 8 shared rare constants; struct_sim=0.84; demoted: runner-up within 0.03,"void __usercall(const hkcdStaticMeshTree::Section *tree@<rcx>, hkcdTreeQueriesStacks::Dynamic<64,hkcdStaticTree::AabbTreeBase::Slot> *stackInstance@<rdx>, hknpCompressedMeshShapeInternals::ShapeCastQueryScaled *query@<r8>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>, __int128 _XMM11@<xmm11>, __int128 _XMM12@<xmm12>, __int128 _XMM13@<xmm13>, __int128 _XMM14@<xmm14>, __int128 _XMM15@<xmm15>, __m256i _YMM3@<ymm3>)"
0x140BFBB20,AnimTreeParser_ParseConstantParameterValue,,0x141512920,low,8.596,5.918,1 mapped callee(s) in common; struct_sim=0.70,"bool __usercall@<al>(scrContext_t *scrContext@<rcx>, const AnimTreeParser_State *parser@<rdx>, const char *token@<r8>, XAnimFieldType nodeParameterType@<r9d>, __int128 *__struct_ptr _XMM0@<xmm0>, VariableValue *outValue)"
0x140CEE080,Dvar_StringToValue,,0x141877280,low,8.24,0.193,4 shared string literals (jaccard 0.67); 1 mapped callee(s) in common; struct_sim=0.72; demoted: runner-up within 0.19; demoted: runner-up within 0.19,"DvarValue *__usercall@<rax>(DvarValue *result@<rcx>, const char type@<dl>, const DvarLimits *domain@<r8>, const char *string@<r9>, __int128 *__struct_ptr _XMM0@<xmm0>, __int128 *@<xmm6>, __int128 *@<xmm7>, __int128 *@<xmm8>)"
0x1409CD3F0,Party_InParty,,0x1400724B7,low,8.147,8.147,caller set overlaps: 13/19 mapped callers (jaccard 0.62); struct_sim=0.23,int __fastcall(const PartyData *party)
0x141278920,bdLobbyConnection::recvMessageData,,0x143A77200,low,8.116,5.133,1 shared rare constant; struct_sim=0.89,char __fastcall(bdLobbyConnection *this)
0x140B6BFE0,EntLinkTo_Internal,,0x141366120,low,7.988,4.747,1 mapped callee(s) in common; 1 shared rare constant; struct_sim=0.63,"__int64 __usercall@<rax>(gentity_s *ent@<rcx>, gentity_s *parent@<rdx>, scr_string_t tagName@<r8d>, int errorMessageBufferSize@<r9d>, __int128 *@<xmm0>, char *outErrorMessage)"
0x14049D870,Scr_SaveGame,,0x1420863B0,low,7.988,0.13,5 shared string literals (jaccard 0.71); struct_sim=0.85; demoted: runner-up within 0.13; demoted: runner-up within 0.13,void __fastcall(scrContext_t *scrContext)
0x1411E3B30,luaL_traceback,,0x1437FCD60,low,7.987,5.611,1 shared rare constant; struct_sim=0.78,"void __fastcall(lua_State *L, lua_State *L1, const char *msg, int level)"
0x14049F370,GScr_MainSP_InitPlayerLoadoutNames,,0x14208E160,low,7.986,3.727,1 mapped callee(s) in common; 1 shared rare constant; struct_sim=0.77,"void __usercall(scrContext_t *scrContext@<rcx>, scr_entref_t entref@<rdx>, __int128 _XMM0@<xmm0>)"
0x14049D520,Scr_SaveGame,,0x1420863B0,low,7.963,0.128,5 shared string literals (jaccard 0.71); struct_sim=0.83; demoted: runner-up within 0.13; demoted: runner-up within 0.13,void __fastcall(scrContext_t *scrContext)
0x1405217F0,OnlineMatchmakerOmniscient::InitMatchmaking,,0x140E031E0,low,7.814,3.154,1 mapped callee(s) in common; struct_sim=0.75,char __fastcall(OnlineMatchmakerOmniscient *this)
0x14128D3A1,bdNATTravClient::init,,0x14375E5C0,low,7.808,4.059,1 shared rare constant; struct_sim=0.66,"_BOOL8 __fastcall(bdNATTravClient *this, bdSocket *socket, bdServiceBandwidthArbitrator *bandArb, bdReference<bdCommonAddr> localCommonAddr, bool interleaveStages, bool useNatTravCache)"
0x14012F530,CG_ClientCharacter_ProcessNoteTrack,,0x141BF4F70,low,7.727,7.727,1 mapped callee(s) in common; struct_sim=0.65,"void __usercall(const LocalClientNum_t localClientNum@<ecx>, const unsigned int entityIndex@<edx>, const XAnimNotify *notify@<r8>, __int128 *@<xmm6>, __int128 *@<xmm7>, __int128 *@<xmm8>, __int128 *@<xmm9>, __int128 *@<xmm10>, __int128 *@<xmm11>)"
0x140612DA0,LUI_COD_GetSwatchRGBColor,,0x142446BF0,low,7.668,0.029,4 shared string literals (jaccard 0.80); 1 shared matched global; 1 shared rare constant; struct_sim=0.78; demoted: runner-up within 0.03; demoted: runner-up within 0.03,"void __usercall(LocalClientNum_t localClientNum@<ecx>, const char *swatchPath@<rdx>, vec3_t *rgbColor@<r8>, __int128 _XMM0@<xmm0>)"
0x14012F010,CG_ClientCharacter_ProcessNoteTrack,,0x141BF4F70,low,7.661,7.661,1 mapped callee(s) in common; struct_sim=0.61,"void __usercall(const LocalClientNum_t localClientNum@<ecx>, const unsigned int entityIndex@<edx>, const XAnimNotify *notify@<r8>, __int128 *@<xmm6>, __int128 *@<xmm7>, __int128 *@<xmm8>, __int128 *@<xmm9>, __int128 *@<xmm10>, __int128 *@<xmm11>)"
0x141279159,bdLobbyConnection::sendTask210,,0x143A78DC0,low,7.652,5.062,1 mapped callee(s) in common; 1 shared rare constant; struct_sim=0.64,"__int64(bdLobbyConnection *this, bdReference<bdTaskByteBuffer> message, unsigned int messageSize, const bool __formal, ...)"
0x140CD0A10,UI_GetKeyBindLocalizedString,,0x14278C300,low,7.57,1.185,1 mapped callee(s) in common; struct_sim=0.76,"__int64 __fastcall(LocalClientNum_t localClientNum, const char *command, char *result, const unsigned __int64 resultSize, InputContext inputContext, bool forceNoBacking, bool useMultipleBindings)"
0x14129381C,bdSocketRouter::updateDtls,,0x14374E320,low,7.414,3.507,1 mapped callee(s) in common; struct_sim=0.45,"void __fastcall(bdSocketRouter *this, const bdEndpoint *oldEndpoint, const bdReference<bdDTLSAssociation> *dtls)"
0x14117DC3D,af_latin_metrics_init_widths,,0x1430B1CA0,low,7.385,0.0,callee set agrees: 5/6 mapped callees (jaccard 0.83); 2 shared rare constants; struct_sim=0.95; demoted: runner-up within 0.00; demoted: runner-up within 0.00,"void __fastcall(AF_LatinMetricsRec_ *metrics, FT_FaceRec_ *face)"
0x14117ADBD,af_latin_metrics_init_widths,,0x1430B1CA0,low,7.363,0.0,callee set agrees: 5/6 mapped callees (jaccard 0.83); 2 shared rare constants; struct_sim=0.93; demoted: runner-up within 0.00; demoted: runner-up within 0.00,"void __fastcall(AF_LatinMetricsRec_ *metrics, FT_FaceRec_ *face)"
0x14103C080,hkcdCompressedAabbCodecs::UAabb4BytesCodec::AabbTree::UNodeContext::processLeaf,,0x142E34240,low,7.208,0.017,2 shared string literals (jaccard 0.50); 1 mapped callee(s) in common; 4 shared rare constants; struct_sim=0.67; demoted: runner-up within 0.02,"__int64 __usercall@<rax>(hknpCompressedMeshShapeInternals::GetClosestPointsToHeightFieldQueryBase *this@<rcx>, const hkcdStaticTree::AabbTree<hkcdCompressedAabbCodecs::Aabb4BytesCodec>::NodeContext *leaf@<rdx>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>, __int128 _XMM11@<xmm11>, __m256i _YMM3@<ymm3>)"
0x141349DC0,hkgpConvexHullImpl::generatePlanesPerVertex,,0x143900DE0,low,7.169,0.0,2 shared string literals (jaccard 0.50); 1 mapped callee(s) in common; 3 shared rare constants; struct_sim=0.91; demoted: runner-up within 0.00,"void __fastcall(hkgpConvexHullImpl *this, hkArray<int,hkContainerHeapAllocator> *startPlaneOffsetOut, hkArray<int,hkContainerHeapAllocator> *planeIndicesOut)"
0x141349A20,hkgpConvexHullImpl::generatePlanesPerVertex,,0x143900DE0,low,7.123,0.052,2 shared string literals (jaccard 0.50); 1 mapped callee(s) in common; 3 shared rare constants; struct_sim=0.88; demoted: runner-up within 0.05,"void __fastcall(hkgpConvexHullImpl *this, hkArray<int,hkContainerHeapAllocator> *startPlaneOffsetOut, hkArray<int,hkContainerHeapAllocator> *planeIndicesOut)"
0x14060FF50,LUI_NotifyOmnvarChanged,,0x142441670,low,6.995,3.426,1 mapped callee(s) in common; 1 shared matched global; struct_sim=0.81,"void __fastcall(int controllerIndex, const OmnvarDef *def, const OmnvarData *omnvar, lua_State *luaVM)"
0x1404D97E0,LUIElement_Grid_RefreshChildContent,,0x1425D9050,low,6.899,2.738,1 shared rare constant; struct_sim=0.84,"void __usercall(LUIElement *grid@<rcx>, LUIElement *child@<rdx>, int primaryPosition@<r8d>, int secondaryPosition@<r9d>, __int128 *__struct_ptr _XMM0@<xmm0>, lua_State *luaVM)"
0x140E78320,stbi__build_huffman,,0x14384CDE0,low,6.898,5.478,1 shared string literal; 1 mapped callee(s) in common; 1 shared matched global; 1 shared rare constant; struct_sim=1.00,"__int64 __fastcall(stbi__huffman *h, int *count)"
0x1405242C0,OnlineMatchmakerOmniscient::QosHosts,,0x140E0A620,low,6.881,3.421,1 mapped callee(s) in common; struct_sim=0.80,"void __fastcall(OnlineMatchmakerOmniscient *this, const unsigned __int64 transactionId, const bdArray<bdQoSRemoteAddr> *qosHosts, const unsigned __int16 numProbes)"
0x1405FBC80,LuaCoD_SetLuaLoader,,0x142427010,low,6.682,3.792,1 shared rare constant; struct_sim=0.77,void __fastcall(lua_State *s)
0x141345090,hkgpConvexHullImpl::EG::generateIndexedFaces,,0x1438F1140,low,6.67,0.011,2 shared string literals (jaccard 0.50); 6 shared rare constants; struct_sim=0.91; demoted: runner-up within 0.01,"__int64 __fastcall(hkgpConvexHullImpl *this, hkArray<unsigned char,hkContainerHeapAllocator> *vpf, hkArray<unsigned short,hkContainerHeapAllocator> *vi, bool useSourceIndex, bool maximizeArea)"
0x141292AA0,bdSocketRouter::receiveFrom,,0x14374B1D0,low,6.655,3.726,1 shared rare constant; struct_sim=0.77,"__int64 __fastcall(bdSocketRouter *this, bdReference<bdAddrHandle> *addrHandle, void *data, const unsigned int size)"
